ID Major,Major,ID Year,Year,ID University,University,ID Gender,Gender,Completions,Slug University,Slug CIP6,,,,,,,,,,
270301,General Applied Mathematics,2019,2019,217156,Brown University,2,Women,66,brown-university,general-applied-mathematics,,,,,,,,,,
511201,Medicine,2019,2019,217156,Brown University,2,Women,66,brown-university,medicine-511201,,,,,,,,,,
230101,General English Language & Literature,2012,2012,217156,Brown University,2,Women,65,brown-university,general-english-language-literature-230101,,,,,,,,,,
511201,Medicine,2016,2016,217156,Brown University,2,Women,65,brown-university,medicine-511201,,,,,,,,,,
140101,General Engineering,2018,2018,217156,Brown University,2,Women,64,brown-university,general-engineering-140101,,,,,,,,,,
230101,General English Language & Literature,2019,2019,217156,Brown University,2,Women,64,brown-university,general-english-language-literature-230101,,,,,,,,,,
260101,General Biological Sciences,2012,2012,217156,Brown University,2,Women,63,brown-university,general-biological-sciences,,,,,,,,,,
260101,General Biological Sciences,2019,2019,217156,Brown University,2,Women,63,brown-university,general-biological-sciences,,,,,,,,,,
450603,Econometrics & Quantitative Economics,2017,2017,217156,Brown University,2,Women,61,brown-university,econometrics-quantitative-economics,,,,,,,,,,
140101,General Engineering,2016,2016,217156,Brown University,2,Women,60,brown-university,general-engineering-140101,,,,,,,,,,
110701,Computer Science,2017,2017,217156,Brown University,2,Women,58,brown-university,computer-science-110701,,,,,,,,,,
260101,General Biological Sciences,2013,2013,217156,Brown University,2,Women,58,brown-university,general-biological-sciences,,,,,,,,,,
302701,Human Biology,2013,2013,217156,Brown University,2,Women,58,brown-university,human-biology-302701,,,,,,,,,,
450601,General Economics,2014,2014,217156,Brown University,2,Women,58,brown-university,general-economics,,,,,,,,,,
511201,Medicine,2013,2013,217156,Brown University,2,Women,58,brown-university,medicine-511201,,,,,,,,,,
511201,Medicine,2015,2015,217156,Brown University,2,Women,58,brown-university,medicine-511201,,,,,,,,,,
140101,General Engineering,2019,2019,217156,Brown University,2,Women,57,brown-university,general-engineering-140101,,,,,,,,,,
260101,General Biological Sciences,2020,2020,217156,Brown University,2,Women,57,brown-university,general-biological-sciences,,,,,,,,,,
540101,General History,2018,2018,217156,Brown University,2,Women,57,brown-university,general-history,,,,,,,,,,
260101,General Biological Sciences,2018,2018,217156,Brown University,2,Women,56,brown-university,general-biological-sciences,,,,,,,,,,
440501,General Public Policy Analysis,2019,2019,217156,Brown University,2,Women,55,brown-university,general-public-policy-analysis,,,,,,,,,,
511201,Medicine,2014,2014,217156,Brown University,2,Women,55,brown-university,medicine-511201,,,,,,,,,,
110701,Computer Science,2016,2016,217156,Brown University,2,Women,54,brown-university,computer-science-110701,,,,,,,,,,
260101,General Biological Sciences,2017,2017,217156,Brown University,2,Women,54,brown-university,general-biological-sciences,,,,,,,,,,
140101,General Engineering,2013,2013,217156,Brown University,2,Women,53,brown-university,general-engineering-140101,,,,,,,,,,
440501,General Public Policy Analysis,2018,2018,217156,Brown University,2,Women,53,brown-university,general-public-policy-analysis,,,,,,,,,,
270301,General Applied Mathematics,2017,2017,217156,Brown University,2,Women,52,brown-university,general-applied-mathematics,,,,,,,,,,
540101,General History,2019,2019,217156,Brown University,2,Women,52,brown-university,general-history,,,,,,,,,,
261501,Neuroscience,2012,2012,217156,Brown University,2,Women,51,brown-university,neuroscience-261501,,,,,,,,,,
450901,International Relations & Affairs,2020,2020,217156,Brown University,2,Women,51,brown-university,international-relations-affairs,,,,,,,,,,
511201,Medicine,2018,2018,217156,Brown University,2,Women,51,brown-university,medicine-511201,,,,,,,,,,
230101,General English Language & Literature,2020,2020,217156,Brown University,2,Women,50,brown-university,general-english-language-literature-230101,,,,,,,,,,
261501,Neuroscience,2017,2017,217156,Brown University,2,Women,50,brown-university,neuroscience-261501,,,,,,,,,,
302701,Human Biology,2019,2019,217156,Brown University,2,Women,50,brown-university,human-biology-302701,,,,,,,,,,
420101,General Psychology,2012,2012,217156,Brown University,2,Women,50,brown-university,general-psychology-420101,,,,,,,,,,
450901,International Relations & Affairs,2015,2015,217156,Brown University,2,Women,50,brown-university,international-relations-affairs,,,,,,,,,,
451001,General Political Science & Government,2019,2019,217156,Brown University,2,Women,50,brown-university,general-political-science-government,,,,,,,,,,
540101,General History,2017,2017,217156,Brown University,2,Women,50,brown-university,general-history,,,,,,,,,,
230101,General English Language & Literature,2018,2018,217156,Brown University,2,Women,49,brown-university,general-english-language-literature-230101,,,,,,,,,,
261501,Neuroscience,2014,2014,217156,Brown University,2,Women,49,brown-university,neuroscience-261501,,,,,,,,,,
261501,Neuroscience,2015,2015,217156,Brown University,2,Women,49,brown-university,neuroscience-261501,,,,,,,,,,
451001,General Political Science & Government,2016,2016,217156,Brown University,2,Women,49,brown-university,general-political-science-government,,,,,,,,,,
261501,Neuroscience,2013,2013,217156,Brown University,2,Women,48,brown-university,neuroscience-261501,,,,,,,,,,
540101,General History,2012,2012,217156,Brown University,2,Women,48,brown-university,general-history,,,,,,,,,,
231302,Creative Writing,2020,2020,217156,Brown University,2,Women,47,brown-university,creative-writing-231302,,,,,,,,,,
261501,Neuroscience,2016,2016,217156,Brown University,2,Women,47,brown-university,neuroscience-261501,,,,,,,,,,
302701,Human Biology,2018,2018,217156,Brown University,2,Women,47,brown-university,human-biology-302701,,,,,,,,,,
540101,General History,2015,2015,217156,Brown University,2,Women,47,brown-university,general-history,,,,,,,,,,
140101,General Engineering,2014,2014,217156,Brown University,2,Women,45,brown-university,general-engineering-140101,,,,,,,,,,
231302,Creative Writing,2019,2019,217156,Brown University,2,Women,45,brown-university,creative-writing-231302,,,,,,,,,,
270301,General Applied Mathematics,2018,2018,217156,Brown University,2,Women,45,brown-university,general-applied-mathematics,,,,,,,,,,
450901,International Relations & Affairs,2013,2013,217156,Brown University,2,Women,45,brown-university,international-relations-affairs,,,,,,,,,,
512208,Community Health & Preventative Medicine,2014,2014,217156,Brown University,2,Women,45,brown-university,community-health-preventative-medicine,,,,,,,,,,
140101,General Engineering,2015,2015,217156,Brown University,2,Women,44,brown-university,general-engineering-140101,,,,,,,,,,
302701,Human Biology,2014,2014,217156,Brown University,2,Women,44,brown-university,human-biology-302701,,,,,,,,,,
450901,International Relations & Affairs,2018,2018,217156,Brown University,2,Women,44,brown-university,international-relations-affairs,,,,,,,,,,
451001,General Political Science & Government,2018,2018,217156,Brown University,2,Women,44,brown-university,general-political-science-government,,,,,,,,,,
511201,Medicine,2012,2012,217156,Brown University,2,Women,44,brown-university,medicine-511201,,,,,,,,,,
540101,General History,2016,2016,217156,Brown University,2,Women,44,brown-university,general-history,,,,,,,,,,
230101,General English Language & Literature,2017,2017,217156,Brown University,2,Women,43,brown-university,general-english-language-literature-230101,,,,,,,,,,
420101,General Psychology,2013,2013,217156,Brown University,2,Women,43,brown-university,general-psychology-420101,,,,,,,,,,
450901,International Relations & Affairs,2017,2017,217156,Brown University,2,Women,42,brown-university,international-relations-affairs,,,,,,,,,,
450901,International Relations & Affairs,2019,2019,217156,Brown University,2,Women,42,brown-university,international-relations-affairs,,,,,,,,,,
451001,General Political Science & Government,2015,2015,217156,Brown University,2,Women,42,brown-university,general-political-science-government,,,,,,,,,,
512201,General Public Health,2015,2015,217156,Brown University,2,Women,42,brown-university,general-public-health,,,,,,,,,,
440501,General Public Policy Analysis,2017,2017,217156,Brown University,2,Women,41,brown-university,general-public-policy-analysis,,,,,,,,,,
540101,General History,2013,2013,217156,Brown University,2,Women,41,brown-university,general-history,,,,,,,,,,
140101,General Engineering,2020,2020,217156,Brown University,2,Women,40,brown-university,general-engineering-140101,,,,,,,,,,
270301,General Applied Mathematics,2015,2015,217156,Brown University,2,Women,40,brown-university,general-applied-mathematics,,,,,,,,,,
270301,General Applied Mathematics,2016,2016,217156,Brown University,2,Women,40,brown-university,general-applied-mathematics,,,,,,,,,,
420101,General Psychology,2015,2015,217156,Brown University,2,Women,40,brown-university,general-psychology-420101,,,,,,,,,,
450901,International Relations & Affairs,2016,2016,217156,Brown University,2,Women,40,brown-university,international-relations-affairs,,,,,,,,,,
451001,General Political Science & Government,2017,2017,217156,Brown University,2,Women,40,brown-university,general-political-science-government,,,,,,,,,,
230101,General English Language & Literature,2014,2014,217156,Brown University,2,Women,39,brown-university,general-english-language-literature-230101,,,,,,,,,,
302701,Human Biology,2015,2015,217156,Brown University,2,Women,39,brown-university,human-biology-302701,,,,,,,,,,
420101,General Psychology,2016,2016,217156,Brown University,2,Women,39,brown-university,general-psychology-420101,,,,,,,,,,
440501,General Public Policy Analysis,2012,2012,217156,Brown University,2,Women,39,brown-university,general-public-policy-analysis,,,,,,,,,,
440501,General Public Policy Analysis,2016,2016,217156,Brown University,2,Women,39,brown-university,general-public-policy-analysis,,,,,,,,,,
512208,Community Health & Preventative Medicine,2013,2013,217156,Brown University,2,Women,39,brown-university,community-health-preventative-medicine,,,,,,,,,,
520701,Entrepreneurial Studies,2016,2016,217156,Brown University,2,Women,39,brown-university,entrepreneurial-studies,,,,,,,,,,
110701,Computer Science,2014,2014,217156,Brown University,2,Women,38,brown-university,computer-science-110701,,,,,,,,,,
230101,General English Language & Literature,2015,2015,217156,Brown University,2,Women,38,brown-university,general-english-language-literature-230101,,,,,,,,,,
451001,General Political Science & Government,2014,2014,217156,Brown University,2,Women,38,brown-university,general-political-science-government,,,,,,,,,,
451001,General Political Science & Government,2020,2020,217156,Brown University,2,Women,38,brown-university,general-political-science-government,,,,,,,,,,
130101,General Education,2012,2012,217156,Brown University,2,Women,37,brown-university,general-education-130101,,,,,,,,,,
261501,Neuroscience,2018,2018,217156,Brown University,2,Women,37,brown-university,neuroscience-261501,,,,,,,,,,
422704,Experimental Psychology,2020,2020,217156,Brown University,2,Women,37,brown-university,experimental-psychology-422704,,,,,,,,,,
540101,General History,2014,2014,217156,Brown University,2,Women,37,brown-university,general-history,,,,,,,,,,
261501,Neuroscience,2020,2020,217156,Brown University,2,Women,36,brown-university,neuroscience-261501,,,,,,,,,,
270301,General Applied Mathematics,2014,2014,217156,Brown University,2,Women,36,brown-university,general-applied-mathematics,,,,,,,,,,
451001,General Political Science & Government,2012,2012,217156,Brown University,2,Women,36,brown-university,general-political-science-government,,,,,,,,,,
230101,General English Language & Literature,2013,2013,217156,Brown University,2,Women,35,brown-university,general-english-language-literature-230101,,,,,,,,,,
261501,Neuroscience,2019,2019,217156,Brown University,2,Women,35,brown-university,neuroscience-261501,,,,,,,,,,
270301,General Applied Mathematics,2013,2013,217156,Brown University,2,Women,35,brown-university,general-applied-mathematics,,,,,,,,,,
420101,General Psychology,2014,2014,217156,Brown University,2,Women,35,brown-university,general-psychology-420101,,,,,,,,,,
520701,Entrepreneurial Studies,2018,2018,217156,Brown University,2,Women,35,brown-university,entrepreneurial-studies,,,,,,,,,,
230101,General English Language & Literature,2016,2016,217156,Brown University,2,Women,34,brown-university,general-english-language-literature-230101,,,,,,,,,,
231302,Creative Writing,2013,2013,217156,Brown University,2,Women,34,brown-university,creative-writing-231302,,,,,,,,,,
450201,Anthropology,2014,2014,217156,Brown University,2,Women,34,brown-university,anthropology-450201,,,,,,,,,,
110701,Computer Science,2015,2015,217156,Brown University,2,Women,33,brown-university,computer-science-110701,,,,,,,,,,
231302,Creative Writing,2017,2017,217156,Brown University,2,Women,33,brown-university,creative-writing-231302,,,,,,,,,,
302701,Human Biology,2016,2016,217156,Brown University,2,Women,33,brown-university,human-biology-302701,,,,,,,,,,
302701,Human Biology,2017,2017,217156,Brown University,2,Women,33,brown-university,human-biology-302701,,,,,,,,,,
451101,Sociology,2014,2014,217156,Brown University,2,Women,33,brown-university,sociology-451101,,,,,,,,,,
520701,Entrepreneurial Studies,2012,2012,217156,Brown University,2,Women,33,brown-university,entrepreneurial-studies,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2019,2019,217156,Brown University,2,Women,32,brown-university,bioengineering-biomedical-engineering,,,,,,,,,,
160104,Comparative Literature,2015,2015,217156,Brown University,2,Women,32,brown-university,comparative-literature,,,,,,,,,,
231302,Creative Writing,2012,2012,217156,Brown University,2,Women,32,brown-university,creative-writing-231302,,,,,,,,,,
451001,General Political Science & Government,2013,2013,217156,Brown University,2,Women,32,brown-university,general-political-science-government,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2013,2013,217156,Brown University,2,Women,32,brown-university,art-history-criticism-conservation,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2014,2014,217156,Brown University,2,Women,32,brown-university,art-history-criticism-conservation,,,,,,,,,,
520701,Entrepreneurial Studies,2015,2015,217156,Brown University,2,Women,32,brown-university,entrepreneurial-studies,,,,,,,,,,
520701,Entrepreneurial Studies,2017,2017,217156,Brown University,2,Women,32,brown-university,entrepreneurial-studies,,,,,,,,,,
90102,Mass Communication & Media Studies,2020,2020,217156,Brown University,2,Women,31,brown-university,mass-communication-media-studies,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2017,2017,217156,Brown University,2,Women,31,brown-university,bioengineering-biomedical-engineering,,,,,,,,,,
160104,Comparative Literature,2013,2013,217156,Brown University,2,Women,31,brown-university,comparative-literature,,,,,,,,,,
302701,Human Biology,2020,2020,217156,Brown University,2,Women,31,brown-university,human-biology-302701,,,,,,,,,,
450901,International Relations & Affairs,2014,2014,217156,Brown University,2,Women,31,brown-university,international-relations-affairs,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2012,2012,217156,Brown University,2,Women,31,brown-university,art-history-criticism-conservation,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2015,2015,217156,Brown University,2,Women,31,brown-university,art-history-criticism-conservation,,,,,,,,,,
520701,Entrepreneurial Studies,2019,2019,217156,Brown University,2,Women,31,brown-university,entrepreneurial-studies,,,,,,,,,,
540101,General History,2020,2020,217156,Brown University,2,Women,31,brown-university,general-history,,,,,,,,,,
30103,Environmental Studies,2014,2014,217156,Brown University,2,Women,30,brown-university,environmental-studies,,,,,,,,,,
140101,General Engineering,2012,2012,217156,Brown University,2,Women,30,brown-university,general-engineering-140101,,,,,,,,,,
270301,General Applied Mathematics,2012,2012,217156,Brown University,2,Women,30,brown-university,general-applied-mathematics,,,,,,,,,,
440501,General Public Policy Analysis,2015,2015,217156,Brown University,2,Women,30,brown-university,general-public-policy-analysis,,,,,,,,,,
130101,General Education,2014,2014,217156,Brown University,2,Women,29,brown-university,general-education-130101,,,,,,,,,,
231302,Creative Writing,2018,2018,217156,Brown University,2,Women,29,brown-university,creative-writing-231302,,,,,,,,,,
422704,Experimental Psychology,2017,2017,217156,Brown University,2,Women,29,brown-university,experimental-psychology-422704,,,,,,,,,,
500701,General Art Studies,2013,2013,217156,Brown University,2,Women,29,brown-university,general-art-studies,,,,,,,,,,
520701,Entrepreneurial Studies,2014,2014,217156,Brown University,2,Women,29,brown-university,entrepreneurial-studies,,,,,,,,,,
30103,Environmental Studies,2013,2013,217156,Brown University,2,Women,28,brown-university,environmental-studies,,,,,,,,,,
231302,Creative Writing,2014,2014,217156,Brown University,2,Women,28,brown-university,creative-writing-231302,,,,,,,,,,
400501,General Chemistry,2012,2012,217156,Brown University,2,Women,28,brown-university,general-chemistry,,,,,,,,,,
422704,Experimental Psychology,2018,2018,217156,Brown University,2,Women,28,brown-university,experimental-psychology-422704,,,,,,,,,,
450201,Anthropology,2017,2017,217156,Brown University,2,Women,28,brown-university,anthropology-450201,,,,,,,,,,
50102,American & U.S. Studies,2019,2019,217156,Brown University,2,Women,27,brown-university,american-us-studies,,,,,,,,,,
422701,Cognitive Psychology & Psycholinguistics,2020,2020,217156,Brown University,2,Women,27,brown-university,cognitive-psychology-psycholinguistics,,,,,,,,,,
450201,Anthropology,2013,2013,217156,Brown University,2,Women,27,brown-university,anthropology-450201,,,,,,,,,,
512201,General Public Health,2013,2013,217156,Brown University,2,Women,27,brown-university,general-public-health,,,,,,,,,,
512201,General Public Health,2014,2014,217156,Brown University,2,Women,27,brown-university,general-public-health,,,,,,,,,,
450201,Anthropology,2015,2015,217156,Brown University,2,Women,26,brown-university,anthropology-450201,,,,,,,,,,
130101,General Education,2013,2013,217156,Brown University,2,Women,25,brown-university,general-education-130101,,,,,,,,,,
130101,General Education,2019,2019,217156,Brown University,2,Women,25,brown-university,general-education-130101,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2020,2020,217156,Brown University,2,Women,25,brown-university,bioengineering-biomedical-engineering,,,,,,,,,,
440501,General Public Policy Analysis,2013,2013,217156,Brown University,2,Women,25,brown-university,general-public-policy-analysis,,,,,,,,,,
451101,Sociology,2012,2012,217156,Brown University,2,Women,25,brown-university,sociology-451101,,,,,,,,,,
451101,Sociology,2013,2013,217156,Brown University,2,Women,25,brown-university,sociology-451101,,,,,,,,,,
500701,General Art Studies,2018,2018,217156,Brown University,2,Women,25,brown-university,general-art-studies,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2016,2016,217156,Brown University,2,Women,25,brown-university,art-history-criticism-conservation,,,,,,,,,,
520701,Entrepreneurial Studies,2013,2013,217156,Brown University,2,Women,25,brown-university,entrepreneurial-studies,,,,,,,,,,
520701,Entrepreneurial Studies,2020,2020,217156,Brown University,2,Women,25,brown-university,entrepreneurial-studies,,,,,,,,,,
30103,Environmental Studies,2015,2015,217156,Brown University,2,Women,24,brown-university,environmental-studies,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2018,2018,217156,Brown University,2,Women,24,brown-university,bioengineering-biomedical-engineering,,,,,,,,,,
231302,Creative Writing,2015,2015,217156,Brown University,2,Women,24,brown-university,creative-writing-231302,,,,,,,,,,
450201,Anthropology,2016,2016,217156,Brown University,2,Women,24,brown-university,anthropology-450201,,,,,,,,,,
500701,General Art Studies,2015,2015,217156,Brown University,2,Women,24,brown-university,general-art-studies,,,,,,,,,,
90102,Mass Communication & Media Studies,2019,2019,217156,Brown University,2,Women,23,brown-university,mass-communication-media-studies,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2015,2015,217156,Brown University,2,Women,23,brown-university,bioengineering-biomedical-engineering,,,,,,,,,,
400501,General Chemistry,2015,2015,217156,Brown University,2,Women,23,brown-university,general-chemistry,,,,,,,,,,
451101,Sociology,2015,2015,217156,Brown University,2,Women,23,brown-university,sociology-451101,,,,,,,,,,
451101,Sociology,2017,2017,217156,Brown University,2,Women,23,brown-university,sociology-451101,,,,,,,,,,
512208,Community Health & Preventative Medicine,2012,2012,217156,Brown University,2,Women,23,brown-university,community-health-preventative-medicine,,,,,,,,,,
512208,Community Health & Preventative Medicine,2015,2015,217156,Brown University,2,Women,23,brown-university,community-health-preventative-medicine,,,,,,,,,,
130101,General Education,2020,2020,217156,Brown University,2,Women,22,brown-university,general-education-130101,,,,,,,,,,
130410,Urban Education & Leadership,2013,2013,217156,Brown University,2,Women,22,brown-university,urban-education-leadership,,,,,,,,,,
160104,Comparative Literature,2012,2012,217156,Brown University,2,Women,22,brown-university,comparative-literature,,,,,,,,,,
160104,Comparative Literature,2017,2017,217156,Brown University,2,Women,22,brown-university,comparative-literature,,,,,,,,,,
231302,Creative Writing,2016,2016,217156,Brown University,2,Women,22,brown-university,creative-writing-231302,,,,,,,,,,
261201,Biotechnology,2019,2019,217156,Brown University,2,Women,22,brown-university,biotechnology-261201,,,,,,,,,,
400501,General Chemistry,2016,2016,217156,Brown University,2,Women,22,brown-university,general-chemistry,,,,,,,,,,
400601,General Geology & Earch Science,2012,2012,217156,Brown University,2,Women,22,brown-university,general-geology-earch-science,,,,,,,,,,
400801,General Physics,2018,2018,217156,Brown University,2,Women,22,brown-university,general-physics,,,,,,,,,,
450201,Anthropology,2012,2012,217156,Brown University,2,Women,22,brown-university,anthropology-450201,,,,,,,,,,
451101,Sociology,2016,2016,217156,Brown University,2,Women,22,brown-university,sociology-451101,,,,,,,,,,
451101,Sociology,2020,2020,217156,Brown University,2,Women,22,brown-university,sociology-451101,,,,,,,,,,
451201,Urban Studies,2017,2017,217156,Brown University,2,Women,22,brown-university,urban-studies,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2018,2018,217156,Brown University,2,Women,22,brown-university,art-history-criticism-conservation,,,,,,,,,,
90102,Mass Communication & Media Studies,2016,2016,217156,Brown University,2,Women,21,brown-university,mass-communication-media-studies,,,,,,,,,,
90102,Mass Communication & Media Studies,2018,2018,217156,Brown University,2,Women,21,brown-university,mass-communication-media-studies,,,,,,,,,,
400501,General Chemistry,2020,2020,217156,Brown University,2,Women,21,brown-university,general-chemistry,,,,,,,,,,
400601,General Geology & Earch Science,2014,2014,217156,Brown University,2,Women,21,brown-university,general-geology-earch-science,,,,,,,,,,
400601,General Geology & Earch Science,2017,2017,217156,Brown University,2,Women,21,brown-university,general-geology-earch-science,,,,,,,,,,
422704,Experimental Psychology,2019,2019,217156,Brown University,2,Women,21,brown-university,experimental-psychology-422704,,,,,,,,,,
451101,Sociology,2019,2019,217156,Brown University,2,Women,21,brown-university,sociology-451101,,,,,,,,,,
500501,General Drama & Theater Arts,2014,2014,217156,Brown University,2,Women,21,brown-university,general-drama-theater-arts,,,,,,,,,,
500701,General Art Studies,2020,2020,217156,Brown University,2,Women,21,brown-university,general-art-studies,,,,,,,,,,
50102,American & U.S. Studies,2016,2016,217156,Brown University,2,Women,20,brown-university,american-us-studies,,,,,,,,,,
110701,Computer Science,2013,2013,217156,Brown University,2,Women,20,brown-university,computer-science-110701,,,,,,,,,,
130101,General Education,2015,2015,217156,Brown University,2,Women,20,brown-university,general-education-130101,,,,,,,,,,
130410,Urban Education & Leadership,2014,2014,217156,Brown University,2,Women,20,brown-university,urban-education-leadership,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2014,2014,217156,Brown University,2,Women,20,brown-university,bioengineering-biomedical-engineering,,,,,,,,,,
160104,Comparative Literature,2016,2016,217156,Brown University,2,Women,20,brown-university,comparative-literature,,,,,,,,,,
300000,General Interdisciplinary Studies,2016,2016,217156,Brown University,2,Women,20,brown-university,general-interdisciplinary-studies-300000,,,,,,,,,,
400501,General Chemistry,2013,2013,217156,Brown University,2,Women,20,brown-university,general-chemistry,,,,,,,,,,
400601,General Geology & Earch Science,2015,2015,217156,Brown University,2,Women,20,brown-university,general-geology-earch-science,,,,,,,,,,
400601,General Geology & Earch Science,2019,2019,217156,Brown University,2,Women,20,brown-university,general-geology-earch-science,,,,,,,,,,
450201,Anthropology,2020,2020,217156,Brown University,2,Women,20,brown-university,anthropology-450201,,,,,,,,,,
451101,Sociology,2018,2018,217156,Brown University,2,Women,20,brown-university,sociology-451101,,,,,,,,,,
451201,Urban Studies,2016,2016,217156,Brown University,2,Women,20,brown-university,urban-studies,,,,,,,,,,
500701,General Art Studies,2019,2019,217156,Brown University,2,Women,20,brown-university,general-art-studies,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2019,2019,217156,Brown University,2,Women,20,brown-university,art-history-criticism-conservation,,,,,,,,,,
500703,"Art History, Criticism, & Conservation",2020,2020,217156,Brown University,2,Women,20,brown-university,art-history-criticism-conservation,,,,,,,,,,
30103,Environmental Studies,2012,2012,217156,Brown University,2,Women,19,brown-university,environmental-studies,,,,,,,,,,
50102,American & U.S. Studies,2013,2013,217156,Brown University,2,Women,19,brown-university,american-us-studies,,,,,,,,,,
50200,Ethnic Studies,2018,2018,217156,Brown University,2,Women,19,brown-university,ethnic-studies,,,,,,,,,,
90102,Mass Communication & Media Studies,2013,2013,217156,Brown University,2,Women,19,brown-university,mass-communication-media-studies,,,,,,,,,,
90102,Mass Communication & Media Studies,2014,2014,217156,Brown University,2,Women,19,brown-university,mass-communication-media-studies,,,,,,,,,,
90102,Mass Communication & Media Studies,2017,2017,217156,Brown University,2,Women,19,brown-university,mass-communication-media-studies,,,,,,,,,,
130101,General Education,2017,2017,217156,Brown University,2,Women,19,brown-university,general-education-130101,,,,,,,,,,
130410,Urban Education & Leadership,2012,2012,217156,Brown University,2,Women,19,brown-university,urban-education-leadership,,,,,,,,,,
130410,Urban Education & Leadership,2015,2015,217156,Brown University,2,Women,19,brown-university,urban-education-leadership,,,,,,,,,,
301501,"Science, Technology, & Society",2018,2018,217156,Brown University,2,Women,19,brown-university,science-technology-society-301501,,,,,,,,,,
400601,General Geology & Earch Science,2020,2020,217156,Brown University,2,Women,19,brown-university,general-geology-earch-science,,,,,,,,,,
440501,General Public Policy Analysis,2014,2014,217156,Brown University,2,Women,19,brown-university,general-public-policy-analysis,,,,,,,,,,
451201,Urban Studies,2019,2019,217156,Brown University,2,Women,19,brown-university,urban-studies,,,,,,,,,,
500701,General Art Studies,2012,2012,217156,Brown University,2,Women,19,brown-university,general-art-studies,,,,,,,,,,
500701,General Art Studies,2014,2014,217156,Brown University,2,Women,19,brown-university,general-art-studies,,,,,,,,,,
50101,African Studies,2014,2014,217156,Brown University,2,Women,18,brown-university,african-studies,,,,,,,,,,
50102,American & U.S. Studies,2012,2012,217156,Brown University,2,Women,18,brown-university,american-us-studies,,,,,,,,,,
50102,American & U.S. Studies,2018,2018,217156,Brown University,2,Women,18,brown-university,american-us-studies,,,,,,,,,,
